neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,days_from_last_review,distance_to_city_center
Queens,Astoria,40.76529,-73.91137,Entire home/apt,103,5,1,0.16,1,0,189,9.89268611368876
Queens,Ridgewood,40.70581,-73.90978,Private room,43,2,4,0.55,1,0,79,8.167917600691665
Brooklyn,Bay Ridge,40.62951,-74.02319,Entire home/apt,165,7,0,0.0,1,126,3025,9.36265479889956
Queens,Briarwood,40.70742,-73.81345,Entire home/apt,55,1,11,1.42,1,40,7,16.281961867032713
Manhattan,West Village,40.73334,-74.00098,Entire home/apt,240,4,18,4.19,1,24,5,2.32003327907411
Brooklyn,Williamsburg,40.71235,-73.95764,Private room,79,4,0,0.0,1,0,3025,4.086706747050941
Brooklyn,Bushwick,40.69874,-73.93589,Private room,50,2,30,3.98,1,0,14,6.127142049550699
Brooklyn,Greenpoint,40.72745,-73.9483,Entire home/apt,85,3,4,0.53,1,0,136,5.139362657897013
Manhattan,Harlem,40.80652,-73.94937,Private room,68,1,33,4.25,1,19,8,11.453506500118001
Manhattan,Morningside Heights,40.80741,-73.96658,Entire home/apt,150,13,1,0.13,1,0,232,11.021045815246511
Brooklyn,Cypress Hills,40.6765,-73.9063,Entire home/apt,150,3,9,1.27,2,179,44,9.341382788391769
Manhattan,Upper East Side,40.77829,-73.95093,Private room,150,5,5,0.66,4,272,7,8.63269306278542
Queens,Rego Park,40.72637,-73.86829,Private room,60,3,1,0.16,1,89,189,11.732398477179563
Manhattan,Hell's Kitchen,40.76193,-73.99147,Entire home/apt,499,2,14,1.98,1,236,16,5.59217278925632
Brooklyn,Crown Heights,40.66988,-73.94682,Private room,60,20,1,0.14,1,64,221,6.90935641911207
Manhattan,Harlem,40.82411,-73.95441,Private room,47,8,31,4.04,6,270,9,13.105882751051606
Manhattan,Upper East Side,40.77954,-73.95127,Private room,150,5,5,0.79,4,267,50,8.734701612801391
Manhattan,Upper East Side,40.78006,-73.95046,Private room,150,5,7,0.96,4,293,20,8.819934346828836
Manhattan,Hell's Kitchen,40.75659,-73.99988,Private room,179,1,27,3.45,30,327,16,4.8902283301253435
Manhattan,Hell's Kitchen,40.75753,-73.99701,Private room,199,1,25,3.21,30,324,16,5.024925879446674
Brooklyn,Bushwick,40.69538,-73.92501,Private room,59,20,0,0.0,1,0,3025,7.112608801431828
Queens,Astoria,40.76589,-73.92259,Private room,150,2,4,0.55,1,0,72,9.186620818492893
Manhattan,Upper East Side,40.76831,-73.95929,Entire home/apt,200,5,2,0.68,1,71,44,7.318775311355856
Brooklyn,Bedford-Stuyvesant,40.67752,-73.90886,Private room,26,30,0,0.0,2,250,3025,9.097258454403097
Brooklyn,Sunset Park,40.65978,-73.99406,Private room,50,3,3,0.43,1,0,93,5.973643171174009
Brooklyn,Prospect-Lefferts Gardens,40.65985,-73.94985,Entire home/apt,100,3,10,1.32,1,25,18,7.55669350344347
Brooklyn,Downtown Brooklyn,40.69115,-73.98466,Entire home/apt,99,3,1,0.41,1,31,72,3.0054585794270623
Manhattan,Harlem,40.80616,-73.95007,Entire home/apt,269,1,29,3.88,3,1,6,11.392567195439602
Queens,Springfield Gardens,40.66635,-73.76622,Entire home/apt,300,1,5,0.66,1,154,44,20.91434727385847
Brooklyn,Greenpoint,40.72778,-73.94781,Private room,200,7,0,0.0,1,0,3025,5.190267787488749
Manhattan,Washington Heights,40.83856,-73.94186,Private room,109,1,2,0.29,1,270,206,14.978538091181028
Brooklyn,Clinton Hill,40.69415,-73.96581,Entire home/apt,250,2,30,5.29,1,274,3,3.978123389885146
Staten Island,Dongan Hills,40.58415,-74.10503,Entire home/apt,70,3,14,1.81,1,51,3,16.560597730496124
Manhattan,East Village,40.72818,-73.98075,Entire home/apt,225,3,2,0.31,1,0,187,2.732809375047691
Brooklyn,Crown Heights,40.66655,-73.95005,Private room,85,2,7,0.99,2,27,6,6.9817697343614125
Brooklyn,East Flatbush,40.64251,-73.93926,Private room,50,2,32,4.47,4,358,15,9.631391394804256
Manhattan,Harlem,40.81756,-73.9452,Private room,99,14,2,0.32,1,36,74,12.715824230269657
Queens,Flushing,40.76506,-73.82757,Private room,65,1,3,0.42,5,85,44,16.150051048439124
Brooklyn,Park Slope,40.67989,-73.97922,Private room,120,2,12,1.57,1,89,125,4.2987483054336195
Brooklyn,Fort Greene,40.69473,-73.97225,Entire home/apt,175,1,1,0.16,2,0,191,3.4873868516911175
Brooklyn,Williamsburg,40.71027,-73.95293,Private room,75,1,0,0.0,3,43,3025,4.493256372949861
Manhattan,Washington Heights,40.8444,-73.93654,Private room,27,29,1,0.13,1,124,231,15.746552168175315
Manhattan,East Harlem,40.7947,-73.94115,Entire home/apt,160,1,0,0.0,1,0,3025,10.616442828236025
Brooklyn,Flatbush,40.64544,-73.95731,Private room,95,2,3,0.4,2,180,51,8.53799080866708
Manhattan,West Village,40.7363,-74.00494,Entire home/apt,340,30,2,0.46,1,100,25,2.6111779316097823
Manhattan,Upper West Side,40.80052,-73.9706,Private room,100,2,8,1.06,1,0,73,10.18958641174321
Brooklyn,Williamsburg,40.71465,-73.95499,Private room,75,2,11,1.9,3,0,50,4.315144168827597
Manhattan,Upper West Side,40.80055,-73.96876,Private room,80,2,3,0.42,1,0,187,10.239417173470754
Manhattan,Lower East Side,40.71022,-73.99163,Entire home/apt,195,3,14,1.93,1,158,29,1.247620894664194
Manhattan,Morningside Heights,40.80218,-73.95904,Entire home/apt,100,1,24,3.09,1,1,2,10.688394978927183
Manhattan,Upper East Side,40.76812,-73.95093,Entire home/apt,150,7,0,0.0,1,365,3025,7.705531069422013
Queens,Woodside,40.74217,-73.90218,Entire home/apt,136,2,17,2.25,1,348,3,9.357572408224383
Brooklyn,Clinton Hill,40.6819,-73.96007,Entire home/apt,250,2,16,2.18,1,78,9,5.181114429007528
Bronx,Riverdale,40.88511,-73.90831,Entire home/apt,175,3,5,0.77,1,0,92,20.835407460322045
Manhattan,Nolita,40.72192,-73.99418,Private room,307,3,1,0.13,2,363,229,1.422362839231392
Manhattan,Midtown,40.74933,-73.98467,Entire home/apt,600,2,1,0.15,1,0,205,4.438788656816923
Brooklyn,Crown Heights,40.67775,-73.94913,Entire home/apt,99,4,5,0.77,1,23,29,6.184997337814733
Queens,Flushing,40.76339,-73.82831,Private room,55,1,7,0.95,5,85,59,16.0259634731933
Manhattan,Hell's Kitchen,40.75975,-73.9944,Private room,215,2,0,0.0,1,0,3025,5.305016994294535
Manhattan,SoHo,40.72355,-74.0032,Entire home/apt,200,2,0,0.0,1,0,3025,1.2169876124913643
Manhattan,Hell's Kitchen,40.75665,-73.99838,Private room,129,1,18,2.4,30,140,65,4.911846951582905
Brooklyn,Crown Heights,40.67698,-73.94414,Private room,99,2,2,0.29,3,78,128,6.569621308991788
Queens,Flushing,40.76548,-73.82764,Private room,82,1,2,0.31,5,85,30,16.161313666875117
Queens,Woodside,40.75542,-73.90716,Entire home/apt,125,3,14,2.05,1,42,26,9.597410681238776
Queens,Ridgewood,40.69845,-73.90838,Private room,150,1,14,1.89,1,89,9,8.402206854438488
Brooklyn,Bedford-Stuyvesant,40.68515,-73.94743,Entire home/apt,151,1,1,0.13,1,179,223,5.825102614535325
Brooklyn,Crown Heights,40.6773,-73.94465,Private room,99,2,1,0.6,3,84,49,6.513789410170879
Brooklyn,Clinton Hill,40.6887,-73.96668,Entire home/apt,98,1,32,4.1,2,257,7,4.266783673650053
Brooklyn,Greenpoint,40.73008,-73.96062,Private room,70,2,2,0.27,1,0,185,4.287475513011992
Brooklyn,Greenpoint,40.72918,-73.95538,Entire home/apt,200,4,1,0.15,1,0,195,4.647575576607251
Brooklyn,Williamsburg,40.71861,-73.95448,Entire home/apt,380,3,3,0.48,1,14,15,4.4007683708381045
Manhattan,SoHo,40.72418,-73.99978,Entire home/apt,500,5,3,0.46,1,63,91,1.3686529736588304
Brooklyn,Bushwick,40.69726,-73.91587,Private room,50,2,19,2.52,1,5,32,7.809851920242682
Brooklyn,Williamsburg,40.71318,-73.95876,Entire home/apt,149,2,20,2.8,1,263,16,3.991959907063685
Brooklyn,Williamsburg,40.70689,-73.94996,Entire home/apt,73,30,1,0.23,3,345,129,4.780812978168279
Brooklyn,Bushwick,40.6991,-73.92338,Private room,50,1,7,0.93,1,0,191,7.1458767861173795
Manhattan,Lower East Side,40.71436,-73.98856,Private room,80,1,6,0.77,2,151,20,1.4837985170292782
Manhattan,West Village,40.72975,-74.0042,Entire home/apt,170,2,9,1.37,1,19,17,1.8884061765632687
Manhattan,East Village,40.72815,-73.98455,Entire home/apt,120,1,5,0.65,1,191,9,2.487987714917203
Queens,Astoria,40.77298,-73.92461,Entire home/apt,70,1,1,0.16,2,2,189,9.587362467425725
Manhattan,Tribeca,40.72018,-74.00451,Private room,70,30,2,0.26,1,0,209,0.8291511694085384
Manhattan,Theater District,40.75716,-73.98796,Entire home/apt,400,4,2,0.31,1,0,188,5.156438219814387
Manhattan,Hell's Kitchen,40.75438,-73.99759,Private room,209,2,11,1.63,8,73,54,4.671739105433947
Queens,Flushing,40.76418,-73.8293,Private room,72,1,8,1.12,5,74,39,15.978707403297543
Manhattan,Harlem,40.80324,-73.94887,Entire home/apt,125,2,12,3.05,1,7,7,11.141831804565397
Manhattan,Chelsea,40.74656,-74.00441,Private room,114,1,1,0.16,3,0,189,3.7514091050004468
Brooklyn,East Flatbush,40.64879,-73.95079,Entire home/apt,88,2,44,5.92,1,7,13,8.503588767693925
Manhattan,Hell's Kitchen,40.76375,-73.99201,Entire home/apt,250,6,0,0.0,1,87,3025,5.780023933285581
Manhattan,Financial District,40.70845,-74.01037,Private room,209,7,1,0.16,13,358,186,0.6080382300809297
Manhattan,Financial District,40.70701,-74.0151,Entire home/apt,114,1,6,0.79,1,11,7,1.0023651687540107
Brooklyn,Bedford-Stuyvesant,40.69137,-73.96,Entire home/apt,118,2,6,0.89,1,67,141,4.558139816042075
Manhattan,Upper West Side,40.78318,-73.97372,Entire home/apt,130,30,1,0.34,5,261,88,8.27745537810201
Brooklyn,Brighton Beach,40.57811,-73.96004,Shared room,50,1,0,0.0,3,365,3025,15.453877963697906
Bronx,Allerton,40.86975,-73.84669,Entire home/apt,75,1,7,0.93,1,1,170,22.012906630720686
Brooklyn,Brownsville,40.65239,-73.91029,Entire home/apt,130,2,20,2.63,1,139,10,10.51038528758457
Brooklyn,Williamsburg,40.70762,-73.96503,Private room,90,3,10,4.55,1,77,3,3.5095340817120433
Brooklyn,Bedford-Stuyvesant,40.69356,-73.94537,Private room,80,2,16,2.17,4,3,22,5.551539492500569
Manhattan,Midtown,40.75693,-73.96583,Entire home/apt,206,30,3,0.41,1,161,70,5.960673990290802
Manhattan,Harlem,40.8242,-73.9537,Entire home/apt,120,2,4,0.53,1,0,205,13.13533828707297
Brooklyn,Greenpoint,40.73031,-73.95742,Entire home/apt,306,1,0,0.0,33,364,3025,4.541733977011283
Brooklyn,Crown Heights,40.66844,-73.95857,Shared room,46,2,0,0.0,1,0,3025,6.351335978545088
Brooklyn,Bedford-Stuyvesant,40.68446,-73.95182,Entire home/apt,149,3,14,1.88,2,0,45,5.55633097481635
Bronx,Fieldston,40.89466,-73.89735,Shared room,50,1,8,1.26,2,241,3,22.179261241374046
Queens,Astoria,40.77036,-73.92191,Entire home/apt,165,3,2,0.27,1,0,64,9.555243163658636
Manhattan,Upper West Side,40.77355,-73.99084,Entire home/apt,375,4,1,0.16,1,0,189,6.866660466693506
Manhattan,Chinatown,40.71508,-73.9975,Private room,75,1,33,4.52,2,0,16,0.7615527526848691
Manhattan,Gramercy,40.73619,-73.98307,Entire home/apt,259,1,14,1.92,2,0,77,3.240291045114296
Brooklyn,Crown Heights,40.67299,-73.95804,Entire home/apt,210,4,1,0.16,1,0,189,5.998074309523454
Brooklyn,Bedford-Stuyvesant,40.6891,-73.95596,Private room,55,2,23,3.59,1,323,18,4.981148126196433
Brooklyn,Crown Heights,40.67536,-73.94237,Entire home/apt,460,2,2,0.27,2,0,188,6.797863884545619
Brooklyn,Greenpoint,40.7227,-73.93691,Private room,85,1,14,1.92,5,137,36,5.940245235566308
Manhattan,Murray Hill,40.74957,-73.97683,Entire home/apt,111,30,1,1.0,50,332,26,4.769186758324951
Manhattan,East Harlem,40.80909,-73.93726,Private room,200,30,0,0.0,1,358,3025,12.166705801012009
Manhattan,Murray Hill,40.74839,-73.97556,Entire home/apt,111,30,0,0.0,50,365,3025,4.7151405793151335
Manhattan,Harlem,40.82982,-73.94661,Private room,109,1,1,0.16,6,41,189,13.928771730579207
Manhattan,Washington Heights,40.8375,-73.94182,Entire home/apt,99,1,2,0.31,1,0,183,14.870091455294121
Manhattan,Nolita,40.72154,-73.99727,Entire home/apt,300,4,3,0.48,1,97,42,1.2190540091334148
Brooklyn,Bushwick,40.69412,-73.9062,Private room,70,3,8,1.06,3,67,5,8.685560538378684
Manhattan,Chelsea,40.74079,-74.00383,Entire home/apt,250,3,4,0.63,1,49,11,3.113652755478372
Brooklyn,Fort Greene,40.688,-73.97185,Entire home/apt,80,3,2,0.32,1,107,58,3.9893052595759637
Manhattan,Financial District,40.70636,-74.0096,Entire home/apt,240,7,14,1.98,2,305,32,0.7771654248859771
Queens,St. Albans,40.68739,-73.76598,Entire home/apt,35,1,63,8.44,1,8,9,20.480690292899453
Brooklyn,Williamsburg,40.70795,-73.94307,Entire home/apt,200,3,0,0.0,1,0,3025,5.344940047027642
Manhattan,Harlem,40.81112,-73.94289,Private room,100,3,2,0.32,1,0,152,12.149368358879299
Manhattan,Nolita,40.72249,-73.99406,Entire home/apt,160,3,14,1.98,1,0,51,1.4750186669197463
Queens,Douglaston,40.75466,-73.72924,Entire home/apt,178,5,14,1.94,1,143,22,23.836360689866083
Manhattan,Hell's Kitchen,40.76481,-73.9922,Entire home/apt,269,4,6,0.92,1,43,27,5.8921012892547
Bronx,Claremont Village,40.83499,-73.91003,Private room,75,3,19,2.59,1,109,36,15.803914070561435
Brooklyn,East Flatbush,40.65867,-73.92953,Entire home/apt,200,1,0,0.0,3,87,3025,8.827188132183025
Brooklyn,Bedford-Stuyvesant,40.6877,-73.93146,Private room,42,30,2,0.47,27,353,59,6.888837813908813
Manhattan,Washington Heights,40.83815,-73.94385,Private room,40,3,23,3.0,1,129,8,14.876022882446952
Brooklyn,Bedford-Stuyvesant,40.68765,-73.93208,Private room,42,30,1,1.0,27,339,23,6.843218316353338
Manhattan,Hell's Kitchen,40.76207,-73.98935,Entire home/apt,160,1,51,7.5,1,25,4,5.649239238131271
Manhattan,Hell's Kitchen,40.76802,-73.9906,Private room,130,2,5,0.71,1,78,16,6.268560424661911
Queens,Ditmars Steinway,40.77269,-73.90626,Entire home/apt,90,14,1,0.16,2,19,183,10.73307834306671
Manhattan,East Harlem,40.78721,-73.94131,Private room,99,1,1,0.13,1,0,225,9.905886048307796
Brooklyn,East Flatbush,40.64574,-73.94675,Private room,50,1,46,6.03,2,34,4,8.974784128612955
Brooklyn,Clinton Hill,40.69205,-73.96646,Entire home/apt,150,2,41,5.42,1,60,8,4.059064165414866
Queens,Astoria,40.75978,-73.91748,Private room,80,7,1,0.15,1,8,204,9.117407762994675
Brooklyn,Bedford-Stuyvesant,40.69176,-73.95396,Entire home/apt,120,3,22,3.07,1,16,15,4.980134781467667
Manhattan,Midtown,40.75876,-73.96153,Entire home/apt,162,1,0,0.0,1,51,3025,6.337135821646405
Brooklyn,Sheepshead Bay,40.59099,-73.94856,Private room,60,1,56,7.24,3,48,6,14.37258494054119
Manhattan,Chelsea,40.74172,-73.99937,Private room,66,5,0,0.0,1,5,3025,3.260003979029271
Manhattan,Midtown,40.75199,-73.9725,Entire home/apt,350,3,17,2.49,1,33,40,5.1911678094791744
Manhattan,NoHo,40.72746,-73.99288,Entire home/apt,150,6,0,0.0,1,0,3025,1.969538833870456
Manhattan,Upper West Side,40.77848,-73.97996,Entire home/apt,150,1,7,0.95,1,0,190,7.618061787841206
Manhattan,Chelsea,40.74337,-73.99423,Private room,85,3,15,2.13,3,1,114,3.537381681067896
Manhattan,Harlem,40.80348,-73.95775,Private room,50,30,1,0.17,6,304,174,10.86296020866493
Manhattan,Financial District,40.70428,-74.00707,Entire home/apt,550,2,30,3.96,1,72,16,0.9504421512422352
Manhattan,Flatiron District,40.7443,-73.99056,Entire home/apt,225,5,4,0.54,2,1,35,3.733308841249219
Manhattan,Harlem,40.82293,-73.93958,Private room,70,4,8,1.26,2,102,36,13.454270552309863
Brooklyn,Sunset Park,40.64564,-74.01867,Private room,75,1,1,0.15,1,365,193,7.534492827399092
Brooklyn,Williamsburg,40.71361,-73.95703,Entire home/apt,195,2,5,1.61,1,7,9,4.138884506043703
Manhattan,Harlem,40.80289,-73.95813,Private room,63,30,2,0.32,6,335,131,10.790196543880416
Brooklyn,Bushwick,40.69499,-73.90994,Private room,40,5,1,0.13,1,250,224,8.355530611823175
Manhattan,Harlem,40.80521,-73.95592,Private room,63,30,1,0.37,6,1,80,11.099217925074623
Brooklyn,Bedford-Stuyvesant,40.68633,-73.92728,Entire home/apt,150,3,15,2.13,1,77,29,7.273521510034795
Manhattan,Harlem,40.80447,-73.95589,Private room,63,30,0,0.0,6,364,3025,11.024264549341275
Manhattan,Nolita,40.72224,-73.99675,Entire home/apt,165,3,5,0.74,1,0,153,1.3075813716073856
Brooklyn,Navy Yard,40.70159,-73.9801,Private room,50,6,1,0.15,1,0,201,2.517961858088899
Brooklyn,Bushwick,40.70131,-73.93039,Private room,50,1,0,0.0,1,0,3025,6.51569603414591
Brooklyn,Bushwick,40.69968,-73.93588,Private room,85,1,4,0.61,1,1,6,6.1021574751451215
Brooklyn,Flatbush,40.64308,-73.96508,Private room,150,3,2,0.27,2,364,20,8.480011506457043
Manhattan,Two Bridges,40.71261,-73.99475,Private room,62,1,7,0.93,1,58,188,0.9508529133283169
Brooklyn,Bedford-Stuyvesant,40.69107,-73.95597,Private room,50,1,13,1.74,7,264,16,4.86831738132638
Brooklyn,Fort Greene,40.68412,-73.96951,Private room,60,7,3,0.42,1,250,184,4.43335547983213
Manhattan,Greenwich Village,40.73313,-73.99692,Entire home/apt,299,6,0,0.0,4,0,3025,2.3843939936317278
Brooklyn,Park Slope,40.67958,-73.97816,Entire home/apt,345,3,10,1.38,2,0,86,4.375575642602402
Manhattan,East Village,40.72829,-73.98452,Entire home/apt,92,1,2,0.29,3,0,192,2.5005026225286655
Brooklyn,Clinton Hill,40.68658,-73.96752,Private room,241,1,2,0.47,1,139,107,4.365147102191927
Bronx,Concourse,40.83488,-73.91988,Private room,45,2,3,0.57,1,0,23,15.383413388687337
Brooklyn,Flatbush,40.6478,-73.96091,Entire home/apt,125,2,3,0.4,1,1,23,8.162829530940119
Bronx,Port Morris,40.80747,-73.92766,Private room,145,1,7,1.12,1,360,16,12.42102736999644
Manhattan,Chinatown,40.71629,-73.98975,Private room,275,2,6,2.28,1,85,30,1.426725525538781
Manhattan,East Village,40.73298,-73.98768,Entire home/apt,495,2,6,0.82,1,230,8,2.7235210965052388
Manhattan,Washington Heights,40.84216,-73.94227,Private room,50,1,4,1.02,3,71,32,15.339740865023327
Queens,Rego Park,40.72276,-73.85683,Private room,40,1,6,0.79,1,0,214,12.65226108021494
Brooklyn,Greenpoint,40.72305,-73.94576,Entire home/apt,195,1,0,0.0,1,12,3025,5.215569892339536
Manhattan,Washington Heights,40.84241,-73.94264,Private room,50,1,3,0.39,3,180,71,15.35483163593196
Brooklyn,East Flatbush,40.66093,-73.93893,Private room,69,1,18,2.48,1,175,9,8.082215157591287
Manhattan,Washington Heights,40.85042,-73.93649,Entire home/apt,120,5,1,0.16,1,231,185,16.370311915000133
Manhattan,West Village,40.73181,-74.00606,Entire home/apt,300,3,21,5.25,5,308,8,2.111038910638196
Manhattan,West Village,40.73389,-74.00646,Entire home/apt,285,3,12,1.76,5,313,5,2.3423366495941456
Brooklyn,Bensonhurst,40.61072,-73.98533,Entire home/apt,90,2,53,7.07,1,36,12,11.469687494293492
Manhattan,Upper East Side,40.77066,-73.94993,Entire home/apt,140,5,24,3.35,1,48,14,7.98200469802678
Manhattan,Harlem,40.82894,-73.94568,Private room,46,1,1,0.13,1,179,230,13.866298435428536
Brooklyn,Williamsburg,40.71876,-73.94436,Private room,96,3,0,0.0,1,0,3025,5.250190232986521
Brooklyn,Williamsburg,40.71134,-73.96059,Entire home/apt,200,3,0,0.0,1,28,3025,3.8405800611436156
Brooklyn,Bushwick,40.69631,-73.92944,Private room,37,1,2,0.34,1,0,141,6.7242096108851275
Manhattan,East Village,40.72141,-73.98111,Entire home/apt,134,1,2,0.27,1,0,149,2.3101969824582103
Brooklyn,East Flatbush,40.64874,-73.94467,Entire home/apt,150,3,3,3.0,1,0,9,8.802692982332896
Manhattan,Financial District,40.70816,-74.0084,Entire home/apt,195,30,13,4.29,1,305,4,0.5537393088248792
Manhattan,Midtown,40.75886,-73.96374,Private room,90,60,0,0.0,2,64,3025,6.237396670974858
Manhattan,Upper East Side,40.7843,-73.95745,Entire home/apt,450,5,5,0.71,2,345,10,8.936203561501287
Manhattan,East Harlem,40.78572,-73.94468,Private room,100,1,13,1.78,1,270,46,9.612041063882828
Queens,Flushing,40.73941,-73.82099,Private room,49,1,19,2.5,5,48,28,15.906986831780898
Manhattan,Upper East Side,40.76044,-73.96097,Entire home/apt,189,2,3,2.43,1,29,8,6.515804526682658
Manhattan,Hell's Kitchen,40.75606,-73.99662,Private room,199,1,21,2.96,30,133,16,4.86887492677404
Queens,Astoria,40.76171,-73.91725,Private room,300,3,2,0.32,1,54,58,9.257356423880887
Manhattan,Hell's Kitchen,40.75491,-73.99644,Private room,199,1,24,3.27,30,155,18,4.745481284509378
Manhattan,Hell's Kitchen,40.7552,-73.99672,Private room,179,1,10,1.36,30,175,65,4.7732773209278685
Manhattan,Hell's Kitchen,40.75652,-73.99826,Private room,179,1,24,3.23,30,165,30,4.8988780373945495
Queens,Woodside,40.74041,-73.89029,Private room,49,30,3,0.5,103,195,39,10.24495272512384
Brooklyn,Bedford-Stuyvesant,40.69338,-73.94328,Private room,75,1,29,4.6,1,84,3,5.7224773961632875
Manhattan,Lower East Side,40.71501,-73.98478,Private room,95,2,5,0.71,1,165,21,1.809763454977705
Brooklyn,Gowanus,40.66838,-73.99325,Entire home/apt,125,12,0,0.0,1,83,3025,5.0491091972320685
Queens,South Ozone Park,40.68048,-73.8125,Entire home/apt,72,2,26,3.8,2,317,21,16.743755645769866
Manhattan,Lower East Side,40.71284,-73.98861,Private room,75,5,14,2.09,2,217,11,1.469449587354147
Brooklyn,Flatbush,40.64489,-73.96363,Private room,65,3,15,2.05,2,208,15,8.34874585038842
Brooklyn,Fort Greene,40.68665,-73.97183,Private room,112,5,2,0.37,1,12,85,4.095447086828807
Queens,Ridgewood,40.70673,-73.90071,Private room,40,1,0,0.0,1,0,3025,8.92283469330887
Brooklyn,Bedford-Stuyvesant,40.68504,-73.91699,Entire home/apt,175,1,16,3.97,1,9,4,8.129958484794573
Brooklyn,Gowanus,40.68234,-73.98129,Private room,44,2,3,0.47,2,0,184,3.975312501201505
Brooklyn,Bushwick,40.68513,-73.91385,Private room,50,30,0,0.0,26,365,3025,8.372450216934212
Brooklyn,Greenpoint,40.73128,-73.95439,Private room,95,7,1,0.34,2,0,87,4.819188942025993
Manhattan,Midtown,40.75172,-73.97191,Entire home/apt,500,4,0,0.0,1,0,3025,5.193529582816505
Manhattan,Upper West Side,40.7723,-73.99363,Entire home/apt,188,2,12,1.93,1,0,35,6.689504988406622
